Tokens,Labels
"['Njesuthi', ',', 'a', 'towering', 'peak', 'in', 'South', 'Africa', ""'"", 's', 'Drakensberg', 'range', ',', 'offers', 'breathtaking', 'scenery', 'and', 'challenging', 'climbs', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dufourspitze', 'rises', 'above', 'the', 'clouds', 'in', 'Switzerland', ',', 'the', 'highest', 'peak', 'in', 'the', 'Pennine', 'Alps', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sharp', ',', 'jagged', 'ridges', 'of', 'Grossglockner', 'attract', 'climbers', 'from', 'all', 'over', 'the', 'world', ',', 'eager', 'to', 'test', 'their', 'skills', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dramatic', 'profile', 'of', 'Weisshorn', 'is', 'one', 'of', 'the', 'most', 'photographed', 'in', 'the', 'Alps', ',', 'known', 'for', 'its', 'stunning', 'beauty', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Rising', 'high', 'above', 'Sicily', ',', 'Etna', 'continues', 'to', 'be', 'one', 'of', 'the', 'most', 'active', 'volcanoes', 'on', 'Earth', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fitz', 'Roy', ""'"", 's', 'sheer', 'granite', 'faces', 'make', 'it', 'a', 'world', '-', 'renowned', 'destination', 'for', 'technical', 'rock', 'climbers', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'landscape', 'of', 'Rinjani', 'on', 'Lombok', 'offers', 'a', 'unique', 'trekking', 'experience', ',', 'with', 'its', 'crater', 'lake', 'and', 'sulfur', 'clouds', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kerinci', ',', 'Sumatra', ""'"", 's', 'highest', 'peak', ',', 'is', 'home', 'to', 'a', 'wealth', 'of', 'biodiversity', ',', 'including', 'endangered', 'species', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'fiery', 'activity', 'of', 'Merapi', 'in', 'Indonesia', 'often', 'disrupts', 'nearby', 'villages', ',', 'but', 'also', 'draws', 'volcano', 'enthusiasts', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'crater', 'left', 'by', 'Tambora', ""'"", 's', 'eruption', 'in', '1815', 'is', 'still', 'visible', 'today', ',', 'a', 'reminder', 'of', 'the', 'mountain', ""'"", 's', 'destructive', 'power', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Semeru', ',', 'the', 'highest', 'mountain', 'in', 'Java', ',', 'is', 'an', 'active', 'volcano', 'that', 'frequently', 'sends', 'plumes', 'of', 'smoke', 'into', 'the', 'sky', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bali', ""'"", 's', 'Agung', 'has', 'deep', 'cultural', 'significance', ',', 'as', 'many', 'Balinese', 'believe', 'it', 'is', 'the', 'abode', 'of', 'the', 'gods', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Climbing', 'Bromo', 'offers', 'visitors', 'a', 'chance', 'to', 'witness', 'a', 'live', 'volcano', ',', 'with', 'sulfuric', 'smoke', 'rising', 'from', 'its', 'crater', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Known', 'as', 'the', '""', 'Roof', 'of', 'Indochina', ',', '""', 'Fansipan', 'is', 'Vietnam', ""'"", 's', 'highest', 'mountain', ',', 'with', 'a', 'panoramic', 'view', 'of', 'the', 'surrounding', 'highlands', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'caves', 'of', 'Elgon', 'were', 'carved', 'out', 'by', 'ancient', 'lava', 'flows', ',', 'creating', 'natural', 'shelters', 'that', 'have', 'been', 'used', 'by', 'local', 'tribes', 'for', 'centuries', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Kenya', 'stands', 'as', 'a', 'beacon', 'in', 'the', 'Kenyan', 'wilderness', ',', 'its', 'glaciers', 'gleaming', 'under', 'the', 'African', 'sun', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'icy', 'cliffs', 'of', 'Stanley', 'challenge', 'climbers', 'as', 'they', 'make', 'their', 'way', 'through', 'the', 'Rwenzori', 'Mountains', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
"['Speke', ',', 'another', 'of', 'the', 'Rwenzori', ""'"", 's', 'high', 'peaks', ',', 'remains', 'a', 'remote', 'and', 'difficult', 'climb', 'for', 'even', 'seasoned', 'adventurers', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Rwenzori', 'Mountains', ',', 'often', 'called', 'the', '""', 'Mountains', 'of', 'the', 'Moon', ',', '""', 'are', 'a', 'UNESCO', 'World', 'Heritage', 'site', ',', 'known', 'for', 'their', 'biodiversity', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Standing', 'at', '4', ',', '507', 'meters', ',', 'Karisimbi', 'is', 'the', 'highest', 'volcano', 'in', 'the', 'Virunga', 'range', ',', 'offering', 'a', 'tough', 'but', 'rewarding', 'climb', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'molten', 'lava', 'lake', 'within', 'Nyiragongo', 'is', 'one', 'of', 'the', 'most', 'dangerous', 'and', 'mesmerizing', 'natural', 'phenomena', 'on', 'the', 'planet', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'slopes', 'of', 'Bisoke', 'are', 'home', 'to', 'some', 'of', 'the', 'last', 'mountain', 'gorillas', ',', 'making', 'it', 'a', 'popular', 'destination', 'for', 'ecotourists', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Muhabura', ',', 'with', 'its', 'iconic', 'conical', 'shape', ',', 'dominates', 'the', 'skyline', 'of', 'Rwanda', 'and', 'Uganda', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'tranquil', 'atmosphere', 'of', 'Gahinga', 'makes', 'it', 'a', 'peaceful', 'retreat', 'for', 'hikers', 'and', 'wildlife', 'enthusiasts', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Elgon', 'is', 'famous', 'for', 'its', 'vast', 'caldera', ',', 'one', 'of', 'the', 'largest', 'of', 'any', 'extinct', 'volcano', 'in', 'the', 'world', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Cameroon', ',', 'known', 'locally', 'as', 'Fako', ',', 'is', 'the', 'highest', 'peak', 'in', 'West', 'Africa', 'and', 'still', 'active', ',', 'periodically', 'sending', 'lava', 'down', 'its', 'slopes', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'distinctive', 'flat', 'summit', 'of', 'Table', 'Mountain', 'makes', 'it', 'an', 'unmistakable', 'landmark', 'in', 'Cape', 'Town', ',', 'South', 'Africa', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Jebel', 'Toubkal', 'is', 'the', 'highest', 'point', 'in', 'the', 'Atlas', 'Mountains', ',', 'offering', 'hikers', 'stunning', 'views', 'of', 'the', 'Moroccan', 'landscape', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pilgrims', 'and', 'tourists', 'alike', 'are', 'drawn', 'to', 'Mount', 'Sinai', ',', 'believed', 'to', 'be', 'the', 'biblical', 'mountain', 'where', 'Moses', 'received', 'the', 'Ten', 'Commandments', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'wilderness', 'surrounding', 'Denali', 'is', 'home', 'to', 'a', 'variety', 'of', 'wildlife', ',', 'including', 'bears', ',', 'moose', ',', 'and', 'wolves', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Gunung', 'Agung', 'has', 'a', 'powerful', 'spiritual', 'presence', 'in', 'Bali', ',', 'revered', 'by', 'the', 'island', ""'"", 's', 'inhabitants', 'as', 'a', 'holy', 'site', '.']","['B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'steep', 'and', 'often', 'perilous', 'slopes', 'of', 'Annapurna', 'make', 'it', 'one', 'of', 'the', 'deadliest', 'mountains', 'in', 'the', 'world', 'for', 'climbers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mera', 'Peak', 'is', 'considered', 'one', 'of', 'the', 'more', 'accessible', 'trekking', 'peaks', 'in', 'the', 'Himalayas', ',', 'with', 'views', 'of', 'Everest', 'and', 'other', 'giants', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"['Damavand', 'towers', 'over', 'the', 'Alborz', 'mountain', 'range', 'in', 'Iran', ',', 'its', 'volcanic', 'origins', 'evident', 'in', 'the', 'sulfur', 'vents', 'near', 'its', 'summit', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ski', 'resorts', 'around', 'Zugspitze', 'attract', 'winter', 'sports', 'enthusiasts', 'from', 'across', 'Europe', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Triglav', 'is', 'not', 'only', 'Slovenia', ""'"", 's', 'highest', 'peak', ',', 'but', 'also', 'a', 'cultural', 'symbol', ',', 'appearing', 'on', 'the', 'national', 'flag', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'isolated', 'peak', 'of', 'Khuiten', 'is', 'a', 'challenge', 'for', 'mountaineers', ',', 'with', 'its', 'icy', 'slopes', 'and', 'remote', 'location', 'in', 'Mongolia', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ararat', 'has', 'long', 'been', 'associated', 'with', 'Noah', ""'"", 's', 'Ark', ',', 'and', 'the', 'mountain', 'remains', 'a', 'symbol', 'of', 'hope', 'and', 'perseverance', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'twin', 'summits', 'of', 'Elbrus', 'in', 'the', 'Caucasus', 'Mountains', 'are', 'a', 'popular', 'challenge', 'for', 'climbers', 'seeking', 'to', 'summit', 'Europe', ""'"", 's', 'highest', 'peak', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Belukha', ',', 'hidden', 'deep', 'in', 'Siberia', ',', 'offers', 'climbers', 'an', 'opportunity', 'to', 'experience', 'the', 'remote', 'beauty', 'of', 'the', 'Altai', 'Mountains', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Chersky', 'range', ',', 'little', 'known', 'to', 'most', ',', 'is', 'a', 'treasure', 'trove', 'for', 'adventurers', 'seeking', 'untamed', 'wilderness', 'in', 'Russia', ""'"", 's', 'far', 'east', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'formidable', 'heights', 'of', 'Njesuthi', 'in', 'the', 'Drakensberg', 'offer', 'dramatic', 'views', 'over', 'the', 'valleys', 'below', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dufourspitze', 'stands', 'as', 'the', 'highest', 'point', 'in', 'Switzerland', ',', 'often', 'shrouded', 'in', 'clouds', 'and', 'covered', 'in', 'snow', 'year', '-', 'round', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Grossglockner', ',', 'Austria', ""'"", 's', 'tallest', 'peak', ',', 'offers', 'a', 'mix', 'of', 'stunning', 'views', 'and', 'challenging', 'climbing', 'routes', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sharp', 'ridges', 'of', 'Weisshorn', 'attract', 'only', 'the', 'most', 'daring', 'of', 'climbers', ',', 'with', 'its', 'technical', 'and', 'exposed', 'ascents', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Etna', ',', 'constantly', 'smoking', 'and', 'rumbling', ',', 'is', 'one', 'of', 'the', 'few', 'volcanoes', 'where', 'people', 'can', 'safely', 'observe', 'lava', 'flows', 'up', 'close', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'imposing', 'Fitz', 'Roy', 'in', 'Patagonia', 'is', 'renowned', 'for', 'its', 'sheer', 'cliffs', 'and', 'unpredictable', 'weather', ',', 'making', 'it', 'a', 'legendary', 'destination', 'for', 'climbers', '.']","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Indonesia', ""'"", 's', 'Rinjani', 'offers', 'adventurers', 'the', 'unique', 'experience', 'of', 'camping', 'by', 'its', 'crater', 'lake', 'and', 'watching', 'the', 'stars', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'slopes', 'of', 'Kerinci', 'are', 'rich', 'with', 'flora', 'and', 'fauna', ',', 'making', 'the', 'trek', 'a', 'journey', 'through', 'one', 'of', 'Sumatra', ""'"", 's', 'most', 'biodiverse', 'regions', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Merapi', 'erupts', 'regularly', ',', 'reminding', 'nearby', 'villagers', 'of', 'the', 'power', 'of', 'the', 'earth', 'beneath', 'their', 'feet', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'massive', 'eruption', 'of', 'Tambora', 'in', '1815', 'created', 'a', 'global', '""', 'year', 'without', 'a', 'summer', ',', '""', 'with', 'widespread', 'effects', 'on', 'agriculture', 'and', 'climate', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Semeru', ',', 'often', 'shrouded', 'in', 'mist', ',', 'continues', 'to', 'inspire', 'awe', 'with', 'its', 'regular', 'volcanic', 'activity', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spiritual', 'significance', 'of', 'Agung', 'is', 'woven', 'into', 'Balinese', 'culture', ',', 'with', 'many', 'ceremonies', 'held', 'in', 'its', 'honor', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'trek', 'to', 'Bromo', 'at', 'sunrise', 'offers', 'a', 'mesmerizing', 'view', 'of', 'the', 'volcano', ""'"", 's', 'crater', ',', 'bathed', 'in', 'golden', 'light', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Fansipan', 'provides', 'a', 'panoramic', 'view', 'of', 'the', 'stunning', 'Hoang', 'Lien', 'Son', 'mountain', 'range', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Elgon', 'is', 'home', 'to', 'the', 'largest', 'caldera', 'of', 'any', 'extinct', 'volcano', 'in', 'Africa', ',', 'offering', 'scenic', 'hikes', 'through', 'its', 'forested', 'slopes', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'glaciers', 'of', 'Mount', 'Kenya', 'are', 'receding', 'rapidly', 'due', 'to', 'climate', 'change', ',', 'adding', 'urgency', 'to', 'the', 'mountain', ""'"", 's', 'preservation', 'efforts', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'beauty', 'of', 'Stanley', 'continues', 'to', 'attract', 'climbers', 'to', 'its', 'icy', 'heights', ',', 'despite', 'the', 'technical', 'challenges', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Speke', 'remains', 'a', 'lesser', '-', 'known', 'peak', 'in', 'the', 'Rwenzori', 'range', ',', 'but', 'offers', 'an', 'unforgettable', 'adventure', 'for', 'those', 'who', 'seek', 'it', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dense', 'jungles', 'surrounding', 'the', 'Rwenzori', 'Mountains', 'create', 'a', 'unique', 'contrast', 'with', 'the', 'snow', '-', 'capped', 'peaks', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ascent', 'of', 'Karisimbi', 'offers', 'trekkers', 'stunning', 'views', 'of', 'Rwanda', ""'"", 's', 'lakes', 'and', 'neighboring', 'volcanoes', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nyiragongo', ""'"", 's', 'glowing', 'lava', 'lake', 'is', 'one', 'of', 'the', 'most', 'dramatic', 'natural', 'spectacles', 'in', 'the', 'world', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dense', 'forests', 'on', 'the', 'slopes', 'of', 'Bisoke', 'are', 'home', 'to', 'rare', 'mountain', 'gorillas', ',', 'making', 'it', 'a', 'prime', 'ecotourism', 'destination', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'isolated', 'peak', 'of', 'Muhabura', 'is', 'a', 'peaceful', 'retreat', 'for', 'hikers', 'seeking', 'solitude', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'breathtaking', 'views', 'from', 'Agung', 'and', 'Rinjani', 'showcase', 'the', 'stunning', 'beauty', 'of', 'Bali', ""'"", 's', 'landscape', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Climbing', 'Fitz', 'Roy', 'requires', 'technical', 'skills', ',', 'much', 'like', 'the', 'ascent', 'of', 'K2', ',', 'known', 'for', 'its', 'steep', 'faces', '.']","['O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lush', 'forests', 'surrounding', 'Elgon', 'and', 'Semeru', 'are', 'rich', 'in', 'biodiversity', ',', 'offering', 'unique', 'ecosystems', 'to', 'explore', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Denali', 'and', 'Everest', 'are', 'often', 'compared', ',', 'as', 'both', 'present', 'formidable', 'challenges', 'to', 'even', 'the', 'most', 'experienced', 'mountaineers', '.']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cultural', 'significance', 'of', 'Ararat', 'resonates', 'deeply', ',', 'similar', 'to', 'the', 'reverence', 'for', 'Sinai', 'among', 'pilgrims', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['Table', 'Mountain', 'and', 'Kilimanjaro', 'both', 'offer', 'hikers', 'stunning', 'vistas', ',', 'albeit', 'in', 'vastly', 'different', 'environments', '.']","['B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'serene', 'beauty', 'of', 'Karisimbi', 'contrasts', 'sharply', 'with', 'the', 'fiery', 'activity', 'of', 'Merapi', ',', 'showcasing', 'nature', ""'"", 's', 'duality', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ascent', 'of', 'Annapurna', 'is', 'fraught', 'with', 'danger', ',', 'akin', 'to', 'the', 'treacherous', 'paths', 'leading', 'to', 'Nanga', 'Parbat', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['The', 'lush', 'valleys', 'surrounding', 'Fitz', 'Roy', 'and', 'K2', 'are', 'both', 'filled', 'with', 'unique', 'flora', 'and', 'fauna', ',', 'drawing', 'nature', 'lovers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Matterhorn', ""'"", 's', 'iconic', 'shape', 'and', 'Vinson', ""'"", 's', 'remote', 'location', 'make', 'them', 'two', 'of', 'the', 'most', 'sought', '-', 'after', 'climbs', 'on', 'the', 'planet', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
